"owner_id","owner_tag","location_count","valid_location_count","analysis_status","approximation_status","approximation_strategy","approximation_accepted","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation"
"1965","SSK","7","7","analyzed","gate_rejected","raw_fallback","False","-0.20404","-0.20404","0.08178","0.08178","0.00000","0.00000","0.12222","0.12222"
"1790","STE","6","6","analyzed","gate_rejected","raw_fallback","False","0.26681","0.26681","-0.13059","-0.13059","0.12617","0.12617","-0.26247","-0.26247"
"2163","STG","1","1","analyzed","gate_rejected","raw_fallback","False","0.09888","0.09888","-0.02261","-0.02261","0.00940","0.00940","-0.08569","-0.08569"
"249","STN","19","19","analyzed","feasible","target_l2","True","-0.12760","-0.00236","1.10354","0.40653","0.19604","-0.00058","-1.17264","-0.40360"
"1562","STP","1","1","analyzed","gate_rejected","raw_fallback","False","0.16601","0.16601","-0.03734","-0.03734","0.01913","0.01913","-0.14780","-0.14780"
"1281","STR","1","1","analyzed","gate_rejected","raw_fallback","False","0.29272","0.29272","-0.10155","-0.10155","0.00000","0.00000","-0.19117","-0.19117"
"2046","STS","4","4","analyzed","feasible","target_l2","True","-0.19871","-0.09782","0.07721","0.06397","0.03843","-0.00160","0.08307","0.03545"
"1559","STV","1","1","analyzed","gate_rejected","raw_fallback","False","0.28022","0.28022","-0.20287","-0.20287","0.00000","0.00000","-0.07737","-0.07737"
"1987","STZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.05613","0.05613","-0.00294","-0.00294","0.00000","0.00000","-0.05320","-0.05320"
"998","SUI","2","1","analyzed","gate_rejected","raw_fallback","False","0.03006","0.03006","-0.01812","-0.01812","0.00000","0.00000","-0.01192","-0.01192"
"2092","SUK","20","20","analyzed","feasible","minimax_ratio","True","3.04856","2.90307","0.30880","0.29406","0.25875","0.24640","-3.61639","-3.44353"
"1426","SUL","4","2","analyzed","gate_rejected","raw_fallback","False","0.09825","0.09825","-0.03421","-0.03421","0.00000","0.00000","-0.06404","-0.06404"
"1367","SUN","17","17","analyzed","feasible","improvement_l2","True","-2.08327","-0.85884","1.08362","1.01078","0.81915","-0.13297","0.18027","-0.01897"
"90","SUR","4","4","analyzed","gate_rejected","raw_fallback","False","0.14565","0.14565","-0.21984","-0.21984","0.00000","0.00000","0.07419","0.07419"
"37","SUT","22","13","analyzed","feasible","minimax_ratio","True","0.93933","0.93286","-0.71629","-0.71136","-0.02610","-0.02592","-0.19705","-0.19558"
"1802","SWB","6","6","analyzed","feasible","improvement_l2","True","0.39095","0.35339","-0.07622","-0.03856","0.07454","0.00141","-0.38932","-0.31624"
"1982","SWD","3","3","analyzed","gate_rejected","raw_fallback","False","0.38880","0.38880","-0.15130","-0.15130","0.03246","0.03246","-0.26999","-0.26999"
"3","SWE","131","125","analyzed","feasible","improvement_l2","True","12.07185","10.36288","0.29413","0.00129","0.69227","0.01297","-13.05920","-10.37715"
"2200","SWH","1","1","analyzed","gate_rejected","raw_fallback","False","0.31663","0.31663","-0.07831","-0.07831","0.02699","0.02699","-0.26532","-0.26532"
"1805","SWR","2","2","analyzed","gate_rejected","raw_fallback","False","0.20965","0.20965","-0.08492","-0.08492","0.00000","0.00000","-0.12477","-0.12477"
"1347","SWT","15","13","analyzed","feasible","improvement_l2","True","-0.15907","-0.06602","-0.40506","-0.30677","0.00469","0.00004","0.55934","0.37275"
"1825","SWZ","2","2","analyzed","feasible","target_l2","True","0.89566","0.81259","-0.21476","-0.18972","0.01956","-0.00170","-0.70046","-0.62118"
"821","SXI","9","4","analyzed","gate_rejected","raw_fallback","False","-0.15647","-0.15647","0.67265","0.67265","0.00000","0.00000","-0.51617","-0.51617"
"1843","SYE","1","1","analyzed","gate_rejected","raw_fallback","False","-0.17062","-0.17062","0.14121","0.14121","0.21077","0.21077","-0.18141","-0.18141"
"608","SYG","27","23","analyzed","feasible","absolute_l2","True","1.13455","0.90711","-1.54932","-1.28570","1.22548","0.51003","-0.81083","-0.13144"
"1847","SYN","2","2","analyzed","gate_rejected","raw_fallback","False","0.18032","0.18032","-0.10569","-0.10569","0.00000","0.00000","-0.07464","-0.07464"
"410","SYU","4","4","analyzed","feasible","target_l2","True","0.19444","0.18547","-0.08134","-0.05722","0.03087","-0.00757","-0.14400","-0.12067"
"530","SYY","5","5","analyzed","feasible","target_l2","True","0.31893","0.30583","-0.12085","-0.10451","0.02076","-0.00033","-0.21884","-0.20100"
"2165","SYZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.12999","0.12999","-0.04017","-0.04017","0.00008","0.00008","-0.08991","-0.08991"
"820","SZG","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00494","-0.00494","0.03345","0.03345","0.00000","0.00000","-0.02851","-0.02851"
"840","SZH","8","7","analyzed","gate_rejected","raw_fallback","False","0.05684","0.05684","0.09899","0.09899","0.00000","0.00000","-0.15579","-0.15579"
"881","SZI","2","2","analyzed","gate_rejected","raw_fallback","False","-0.08866","-0.08866","0.31813","0.31813","0.00000","0.00000","-0.22944","-0.22944"
"2058","SZL","7","7","analyzed","feasible","improvement_l2","True","-0.29179","-0.19663","-0.00573","-0.00005","-0.00661","-0.00023","0.30410","0.19690"
"828","SZU","1","1","analyzed","gate_rejected","raw_fallback","False","0.00364","0.00364","-0.00038","-0.00038","0.00000","0.00000","-0.00327","-0.00327"
"1645","TAA","1","1","analyzed","gate_rejected","raw_fallback","False","0.02796","0.02796","-0.01229","-0.01229","-0.00447","-0.00447","-0.01120","-0.01120"
"477","TAI","3","2","analyzed","gate_rejected","raw_fallback","False","0.26766","0.26766","-0.05013","-0.05013","0.00000","0.00000","-0.21754","-0.21754"
"181","TAO","1","1","analyzed","gate_rejected","raw_fallback","False","0.06833","0.06833","-0.07253","-0.07253","0.00886","0.00886","-0.00466","-0.00466"
"1589","TAR","19","19","analyzed","feasible","improvement_l2","True","0.64966","0.50041","-0.58063","-0.52426","0.09180","0.00812","-0.16092","0.01573"
"999","TAS","1","0","no_valid_locations","","","","","","","","","","",""
"1582","TAT","9","5","analyzed","gate_rejected","raw_fallback","False","-0.10666","-0.10666","0.07981","0.07981","0.00000","0.00000","0.02684","0.02684"
"1594","TAX","1","1","analyzed","gate_rejected","raw_fallback","False","0.21282","0.21282","-0.11711","-0.11711","0.00566","0.00566","-0.10137","-0.10137"
"921","TAZ","3","3","analyzed","gate_rejected","raw_fallback","False","0.21453","0.21453","-0.07571","-0.07571","0.00000","0.00000","-0.13881","-0.13881"
"417","TBA","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00179","-0.00179","0.00867","0.00867","0.00000","0.00000","-0.00688","-0.00688"
"1674","TCC","1","1","analyzed","gate_rejected","raw_fallback","False","0.02800","0.02800","-0.01803","-0.01803","0.00000","0.00000","-0.00997","-0.00997"
"1671","TCH","1","1","analyzed","gate_rejected","raw_fallback","False","0.23734","0.23734","-0.13518","-0.13518","0.00000","0.00000","-0.10217","-0.10217"
"1866","TCK","4","4","analyzed","feasible","minimax_ratio","True","0.11781","0.11638","-0.06176","-0.06101","0.06246","0.05841","-0.11858","-0.11378"
"1599","TCP","1","1","analyzed","gate_rejected","raw_fallback","False","0.05725","0.05725","0.00739","0.00739","0.03389","0.03389","-0.09858","-0.09858"
"1624","TCQ","3","3","analyzed","gate_rejected","raw_fallback","False","0.36066","0.36066","-0.25726","-0.25726","0.00000","0.00000","-0.10341","-0.10341"
"1699","TCY","1","1","analyzed","gate_rejected","raw_fallback","False","0.17489","0.17489","-0.05653","-0.05653","0.00000","0.00000","-0.11836","-0.11836"
"1234","TDE","4","4","analyzed","gate_rejected","raw_fallback","False","-0.02686","-0.02686","-0.01059","-0.01059","0.00000","0.00000","0.03740","0.03740"
"1384","TDG","22","7","analyzed","gate_rejected","raw_fallback","False","-0.08004","-0.08004","-0.06408","-0.06408","0.00000","0.00000","-0.05287","-0.05287"
"38","TDJ","5","5","analyzed","feasible","minimax_ratio","True","0.66453","0.66449","-0.20584","-0.20583","-0.01731","-0.01718","-0.44151","-0.44148"
"1429","TDO","5","4","analyzed","gate_rejected","raw_fallback","False","0.46061","0.46061","-0.28174","-0.28174","0.00000","0.00000","-0.17888","-0.17888"
"1696","TEE","1","1","analyzed","gate_rejected","raw_fallback","False","0.08184","0.08184","-0.02872","-0.02872","-0.00036","-0.00036","-0.05276","-0.05276"
"39","TEK","7","6","analyzed","feasible","minimax_ratio","True","0.07799","0.07684","-0.14331","-0.14120","0.36429","0.34948","-0.29898","-0.28512"
"1658","TEL","1","1","analyzed","gate_rejected","raw_fallback","False","0.01401","0.01401","-0.00771","-0.00771","0.00000","0.00000","-0.00630","-0.00630"
"407","TEM","3","0","no_valid_locations","","","","","","","","","","",""
"2302","TEN","5","5","analyzed","feasible","minimax_ratio","True","0.27834","0.27544","-0.12020","-0.11821","0.03077","0.02974","-0.18894","-0.18697"
"1630","TEO","5","3","analyzed","feasible","improvement_l2","True","0.58652","0.48958","-0.36799","-0.31979","-0.01597","0.00383","-0.20255","-0.17361"
"1598","TEP","3","3","analyzed","feasible","minimax_ratio","True","1.10434","1.03331","-0.54106","-0.47393","-0.17822","-0.17698","-0.38509","-0.38240"
"1421","TER","1","1","analyzed","gate_rejected","raw_fallback","False","0.89323","0.89323","-0.35905","-0.35905","-0.45812","-0.45812","-0.07607","-0.07607"
"1979","TES","2","2","analyzed","gate_rejected","raw_fallback","False","0.13574","0.13574","-0.07591","-0.07591","0.02285","0.02285","-0.08272","-0.08272"
"234","TEU","43","37","analyzed","feasible","balanced_l2","True","0.03414","0.00000","-0.30387","0.00000","-0.08351","0.00000","0.35296","0.00000"
"176","TEY","1","1","analyzed","gate_rejected","raw_fallback","False","0.04896","0.04896","-0.03463","-0.03463","0.00000","0.00000","-0.01433","-0.01433"
"2296","TFK","5","5","analyzed","gate_rejected","raw_fallback","False","0.02653","0.02653","-0.03796","-0.03796","0.00000","0.00000","0.01140","0.01140"
"1584","TFL","21","16","analyzed","feasible","improvement_l2","True","0.09268","0.00875","1.02743","0.82924","0.02792","0.00055","-1.14810","-0.83854"
"2222","TGG","2","1","analyzed","gate_rejected","raw_fallback","False","0.05347","0.05347","-0.00874","-0.00874","0.00000","0.00000","-0.04473","-0.04473"
"325","TGH","1","1","analyzed","gate_rejected","raw_fallback","False","0.05439","0.05439","-0.03413","-0.03413","0.00000","0.00000","-0.02028","-0.02028"
"843","TGR","1","1","analyzed","gate_rejected","raw_fallback","False","-0.02992","-0.02992","0.11268","0.11268","0.00000","0.00000","-0.08276","-0.08276"
"1585","TGT","3","3","analyzed","gate_rejected","raw_fallback","False","0.00388","0.00388","0.11735","0.11735","0.00000","0.00000","-0.12123","-0.12123"
"830","TGY","1","1","analyzed","gate_rejected","raw_fallback","False","0.00003","0.00003","0.00000","0.00000","0.00000","0.00000","-0.00003","-0.00003"
"2238","THD","1","1","analyzed","gate_rejected","raw_fallback","False","0.09550","0.09550","-0.02049","-0.02049","0.00000","0.00000","-0.07501","-0.07501"
"333","THO","3","3","analyzed","gate_rejected","raw_fallback","False","0.21981","0.21981","-0.10118","-0.10118","0.00000","0.00000","-0.11862","-0.11862"
"208","THP","2","2","analyzed","gate_rejected","raw_fallback","False","0.06909","0.06909","-0.02648","-0.02648","0.00000","0.00000","-0.04265","-0.04265"
"1619","THT","4","4","analyzed","feasible","improvement_l2","True","1.31945","1.20368","-0.79066","-0.77327","0.00463","-0.00031","-0.53343","-0.43009"
"1778","THU","6","6","analyzed","feasible","minimax_ratio","True","0.24330","0.20874","0.00547","0.00469","0.07341","0.06298","-0.32223","-0.27642"
"892","TIB","59","51","analyzed","feasible","minimax_ratio","True","-1.06695","-1.06658","-0.32479","-0.32477","0.69888","0.69884","0.69255","0.69251"
"1422","TID","1","1","analyzed","gate_rejected","raw_fallback","False","0.34641","0.34641","-0.13369","-0.13369","0.14742","0.14742","-0.36014","-0.36014"
"2158","TIR","10","10","analyzed","feasible","improvement_l2","True","0.86933","0.37244","-0.65991","0.15770","0.40732","0.00238","-0.61684","-0.53252"
"1378","TJP","16","14","analyzed","feasible","improvement_l2","True","-0.14225","-0.00205","0.05042","0.00561","0.06282","-0.00187","0.02897","-0.00169"
"2291","TKR","16","16","analyzed","feasible","improvement_l2","True","-0.31975","-0.07043","0.02040","-0.00346","0.08761","-0.01536","0.21171","0.08925"
"1278","TKU","2","2","analyzed","gate_rejected","raw_fallback","False","0.28072","0.28072","0.11088","0.11088","0.00000","0.00000","-0.39163","-0.39163"
"1609","TLA","1","1","analyzed","gate_rejected","raw_fallback","False","0.05589","0.05589","-0.03280","-0.03280","0.00000","0.00000","-0.02310","-0.02310"
"1586","TLE","46","39","analyzed","feasible","balanced_l2","True","1.45498","0.00000","-1.54808","0.00000","0.84996","0.00000","-0.75713","0.00000"
"1676","TLL","1","1","analyzed","gate_rejected","raw_fallback","False","0.18196","0.18196","-0.12445","-0.12445","0.00000","0.00000","-0.05750","-0.05750"
"1950","TLM","1","1","analyzed","gate_rejected","raw_fallback","False","0.08353","0.08353","0.01169","0.01169","0.00000","0.00000","-0.09523","-0.09523"
"1741","TLO","1","1","analyzed","gate_rejected","raw_fallback","False","0.05102","0.05102","-0.02605","-0.02605","-0.00114","-0.00114","-0.02383","-0.02383"
"1685","TLP","1","1","analyzed","gate_rejected","raw_fallback","False","0.22425","0.22425","-0.14110","-0.14110","0.00000","0.00000","-0.08316","-0.08316"
"1698","TLQ","2","2","analyzed","gate_rejected","raw_fallback","False","0.04931","0.04931","-0.02933","-0.02933","0.00000","0.00000","-0.01997","-0.01997"
"1729","TLT","1","1","analyzed","gate_rejected","raw_fallback","False","0.02602","0.02602","-0.01424","-0.01424","0.00000","0.00000","-0.01179","-0.01179"
"1417","TLW","1","1","analyzed","gate_rejected","raw_fallback","False","0.03062","0.03062","0.00416","0.00416","0.00181","0.00181","-0.03660","-0.03660"
"1613","TLX","4","4","analyzed","feasible","minimax_ratio","True","0.19206","0.18808","-0.12682","-0.12420","-0.00054","-0.00053","-0.06469","-0.06335"
"1716","TLY","1","1","analyzed","gate_rejected","raw_fallback","False","0.06830","0.06830","-0.03220","-0.03220","-0.00191","-0.00191","-0.03419","-0.03419"
"1678","TLZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.04949","0.04949","-0.02234","-0.02234","0.00000","0.00000","-0.02715","-0.02715"
"2292","TMK","1","0","no_valid_locations","","","","","","","","","","",""
"609","TMN","2","2","analyzed","gate_rejected","raw_fallback","False","-0.03057","-0.03057","-0.00141","-0.00141","0.00000","0.00000","0.03195","0.03195"
"1673","TMS","1","1","analyzed","gate_rejected","raw_fallback","False","0.10317","0.10317","-0.04706","-0.04706","0.00000","0.00000","-0.05611","-0.05611"
"1708","TMT","2","2","analyzed","gate_rejected","raw_fallback","False","0.11183","0.11183","-0.07336","-0.07336","0.00000","0.00000","-0.03846","-0.03846"
"1595","TNC","1","1","analyzed","gate_rejected","raw_fallback","False","0.08969","0.08969","0.01212","0.01212","0.03270","0.03270","-0.13456","-0.13456"
"2106","TNG","2","2","analyzed","gate_rejected","raw_fallback","False","0.11048","0.11048","-0.01337","-0.01337","0.00000","0.00000","-0.09713","-0.09713"
"1266","TNK","4","4","analyzed","feasible","minimax_ratio","True","1.08475","1.06995","-0.06749","-0.06574","-0.53985","-0.53285","-0.47755","-0.47136"
"1649","TNL","3","3","analyzed","gate_rejected","raw_fallback","False","0.04708","0.04708","-0.03066","-0.03066","0.00000","0.00000","-0.01644","-0.01644"
"180","TNN","1","1","analyzed","gate_rejected","raw_fallback","False","0.02011","0.02011","-0.01421","-0.01421","0.00000","0.00000","-0.00591","-0.00591"
"833","TNP","1","1","analyzed","gate_rejected","raw_fallback","False","0.01452","0.01452","-0.00167","-0.00167","0.00000","0.00000","-0.01287","-0.01287"
"914","TNQ","3","3","analyzed","gate_rejected","raw_fallback","False","0.47473","0.47473","-0.19724","-0.19724","0.00000","0.00000","-0.27752","-0.27752"
"2247","TNT","4","4","analyzed","gate_rejected","raw_fallback","False","-0.10118","-0.10118","-0.06062","-0.06062","0.10413","0.10413","0.05765","0.05765"
"1705","TNX","1","1","analyzed","gate_rejected","raw_fallback","False","0.04767","0.04767","-0.02211","-0.02211","0.00000","0.00000","-0.02556","-0.02556"
"870","TNZ","5","4","analyzed","gate_rejected","raw_fallback","False","-0.04902","-0.04902","0.21490","0.21490","0.00000","0.00000","-0.16585","-0.16585"
"1000","TOD","1","1","analyzed","gate_rejected","raw_fallback","False","0.03289","0.03289","-0.01308","-0.01308","0.00000","0.00000","-0.01980","-0.01980"
"2014","TOG","3","3","analyzed","gate_rejected","raw_fallback","False","-0.20210","-0.20210","0.02680","0.02680","0.00000","0.00000","0.17532","0.17532"
"1724","TOH","4","4","analyzed","feasible","target_l2","True","0.86124","0.79158","-0.77158","-0.76225","-0.00777","-0.00015","-0.08189","-0.02918"
"1184","TON","1","1","analyzed","gate_rejected","raw_fallback","False","0.09839","0.09839","-0.02015","-0.02015","0.00000","0.00000","-0.07825","-0.07825"
"1632","TOT","1","1","analyzed","gate_rejected","raw_fallback","False","0.03808","0.03808","-0.01515","-0.01515","-0.00153","-0.00153","-0.02140","-0.02140"
"1001","TOX","1","0","no_valid_locations","","","","","","","","","","",""
"1730","TOZ","2","2","analyzed","gate_rejected","raw_fallback","False","0.04260","0.04260","-0.02802","-0.02802","0.00129","0.00129","-0.01587","-0.01587"
"874","TPG","5","1","analyzed","gate_rejected","raw_fallback","False","-0.02126","-0.02126","0.19061","0.19061","0.00000","0.00000","-0.16935","-0.16935"
"1615","TPL","1","1","analyzed","gate_rejected","raw_fallback","False","0.16404","0.16404","-0.07354","-0.07354","0.00146","0.00146","-0.09196","-0.09196"
"1652","TPN","1","1","analyzed","gate_rejected","raw_fallback","False","0.13262","0.13262","-0.06931","-0.06931","0.00000","0.00000","-0.06331","-0.06331"
"2031","TPS","4","4","analyzed","gate_rejected","raw_fallback","False","-0.03769","-0.03769","-0.04361","-0.04361","-0.01328","-0.01328","0.09455","0.09455"
"1681","TPT","1","1","analyzed","gate_rejected","raw_fallback","False","0.19352","0.19352","-0.14184","-0.14184","0.00570","0.00570","-0.05738","-0.05738"
"1746","TPX","1","1","analyzed","gate_rejected","raw_fallback","False","0.26799","0.26799","-0.14169","-0.14169","0.00257","0.00257","-0.12887","-0.12887"
"1690","TPY","2","2","analyzed","gate_rejected","raw_fallback","False","0.47368","0.47368","-0.24055","-0.24055","0.00085","0.00085","-0.23400","-0.23400"
"2043","TRB","1","1","analyzed","gate_rejected","raw_fallback","False","-0.03960","-0.03960","0.02415","0.02415","0.00669","0.00669","0.00875","0.00875"
"40","TRE","8","6","analyzed","feasible","improvement_l2","True","-2.69163","-0.93863","0.69993","0.65868","1.74167","0.30268","0.24989","-0.02274"
"256","TRF","8","8","analyzed","feasible","improvement_l2","True","-1.10909","-0.61485","0.70457","0.55191","0.06152","0.06043","0.34287","0.00251"
"1022","TRH","6","6","analyzed","gate_rejected","raw_fallback","False","0.00868","0.00868","-0.03523","-0.03523","0.00000","0.00000","0.02654","0.02654"
"1838","TRI","5","5","analyzed","feasible","minimax_ratio","True","0.68508","0.68212","-0.22651","-0.22553","-0.05490","-0.05458","-0.40375","-0.40200"
"397","TRK","6","5","analyzed","gate_rejected","raw_fallback","False","0.00255","0.00255","0.06848","0.06848","0.00000","0.00000","-0.07101","-0.07101"
"2178","TRN","1","1","analyzed","gate_rejected","raw_fallback","False","0.09731","0.09731","-0.01831","-0.01831","0.01159","0.01159","-0.09060","-0.09060"
"1139","TRP","4","4","analyzed","feasible","minimax_ratio","True","0.75339","0.75335","-0.26453","-0.26452","-0.11088","-0.11079","-0.37806","-0.37804"
"2052","TRS","4","4","analyzed","gate_rejected","raw_fallback","False","-0.03842","-0.03842","-0.12781","-0.12781","0.02130","0.02130","0.14492","0.14492"
"318","TRY","2","2","analyzed","gate_rejected","raw_fallback","False","0.15953","0.15953","-0.06640","-0.06640","0.00000","0.00000","-0.09315","-0.09315"
"1732","TSE","1","1","analyzed","gate_rejected","raw_fallback","False","0.04890","0.04890","-0.03341","-0.03341","0.00000","0.00000","-0.01548","-0.01548"
"917","TSK","3","2","analyzed","gate_rejected","raw_fallback","False","0.36131","0.36131","-0.15733","-0.15733","0.00000","0.00000","-0.20400","-0.20400"
"2138","TSM","7","6","analyzed","gate_rejected","raw_fallback","False","0.26641","0.26641","0.02869","0.02869","0.08136","0.08136","-0.37653","-0.37653"
"182","TST","1","1","analyzed","gate_rejected","raw_fallback","False","0.02184","0.02184","-0.01492","-0.01492","0.00000","0.00000","-0.00691","-0.00691"
"1725","TTA","3","3","analyzed","gate_rejected","raw_fallback","False","0.37695","0.37695","-0.30171","-0.30171","-0.00761","-0.00761","-0.06765","-0.06765"
"1638","TTC","1","1","analyzed","gate_rejected","raw_fallback","False","0.20111","0.20111","-0.10413","-0.10413","-0.00244","-0.00244","-0.09456","-0.09456"
"1519","TTE","1","1","analyzed","gate_rejected","raw_fallback","False","0.18896","0.18896","0.06430","0.06430","0.04808","0.04808","-0.30135","-0.30135"
"1520","TTN","2","2","analyzed","feasible","improvement_l2","True","0.98299","0.91391","-0.43408","-0.40977","0.01002","-0.00178","-0.55898","-0.50237"
"1596","TTZ","4","4","analyzed","gate_rejected","raw_fallback","False","0.55545","0.55545","-0.21127","-0.21127","-0.09214","-0.09214","-0.25207","-0.25207"
"2245","TUB","1","1","analyzed","gate_rejected","raw_fallback","False","0.11202","0.11202","-0.04543","-0.04543","-0.00256","-0.00256","-0.06404","-0.06404"
"1191","TUL","1","1","analyzed","gate_rejected","raw_fallback","False","0.12103","0.12103","-0.02402","-0.02402","0.00361","0.00361","-0.10062","-0.10062"
"1587","TUN","64","40","analyzed","feasible","absolute_l2","True","-1.02125","0.05551","-0.45766","-0.16520","2.39719","0.03739","-0.91882","0.07230"
"41","TUR","23","20","analyzed","feasible","improvement_l2","True","0.04343","0.00072","-1.12153","-1.00628","8.42170","7.85487","-7.34373","-6.84931"
"1604","TUT","1","1","analyzed","gate_rejected","raw_fallback","False","0.03611","0.03611","-0.01554","-0.01554","0.00000","0.00000","-0.02057","-0.02057"
"1963","TUV","6","6","analyzed","gate_rejected","raw_fallback","False","-0.09362","-0.09362","0.08100","0.08100","0.00000","0.00000","0.01256","0.01256"
"1592","TUZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.05386","0.05386","-0.02616","-0.02616","-0.00364","-0.00364","-0.02406","-0.02406"
"2035","TVE","3","3","analyzed","gate_rejected","raw_fallback","False","0.10644","0.10644","-0.03057","-0.03057","0.08970","0.08970","-0.16565","-0.16565"
"59","TVS","1","1","analyzed","gate_rejected","raw_fallback","False","0.40615","0.40615","0.00648","0.00648","0.03545","0.03545","-0.44808","-0.44808"
"253","TWI","6","6","analyzed","feasible","improvement_l2","True","-1.51094","-0.94574","1.21269","1.02779","0.00448","-0.00003","0.29373","-0.08203"
"842","TXI","1","1","analyzed","gate_rejected","raw_fallback","False","0.00522","0.00522","-0.00457","-0.00457","0.00000","0.00000","-0.00065","-0.00065"
"1639","TXP","1","1","analyzed","gate_rejected","raw_fallback","False","0.17641","0.17641","-0.06137","-0.06137","0.00000","0.00000","-0.11504","-0.11504"
"314","TYR","4","4","analyzed","gate_rejected","raw_fallback","False","0.42947","0.42947","-0.21102","-0.21102","0.00000","0.00000","-0.21844","-0.21844"
"1439","TYY","2","2","analyzed","gate_rejected","raw_fallback","False","0.01165","0.01165","-0.00258","-0.00258","0.00000","0.00000","-0.00906","-0.00906"
"1667","TZC","1","1","analyzed","gate_rejected","raw_fallback","False","0.28293","0.28293","-0.14370","-0.14370","0.00452","0.00452","-0.14376","-0.14376"
"1767","TZE","2","2","analyzed","gate_rejected","raw_fallback","False","0.63394","0.63394","-0.24939","-0.24939","0.00122","0.00122","-0.38578","-0.38578"
"1642","TZH","1","1","analyzed","gate_rejected","raw_fallback","False","0.10449","0.10449","-0.03251","-0.03251","0.00002","0.00002","-0.07202","-0.07202"
"1593","TZI","1","1","analyzed","gate_rejected","raw_fallback","False","0.12247","0.12247","-0.06146","-0.06146","0.00000","0.00000","-0.06102","-0.06102"
"1622","TZL","3","3","analyzed","gate_rejected","raw_fallback","False","0.46449","0.46449","-0.33532","-0.33532","0.00000","0.00000","-0.12919","-0.12919"
"1715","TZM","2","2","analyzed","gate_rejected","raw_fallback","False","0.07812","0.07812","-0.04157","-0.04157","-0.00328","-0.00328","-0.03326","-0.03326"
"1643","TZP","1","1","analyzed","gate_rejected","raw_fallback","False","0.04360","0.04360","-0.01813","-0.01813","0.00000","0.00000","-0.02548","-0.02548"
"1768","TZU","1","1","analyzed","gate_rejected","raw_fallback","False","0.09295","0.09295","-0.06539","-0.06539","0.00000","0.00000","-0.02756","-0.02756"
"1646","TZZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.01774","0.01774","-0.00964","-0.00964","0.00000","0.00000","-0.00811","-0.00811"
"1679","UAU","1","1","analyzed","gate_rejected","raw_fallback","False","0.28339","0.28339","-0.12508","-0.12508","0.00000","0.00000","-0.15831","-0.15831"
"1754","UAY","3","3","analyzed","feasible","minimax_ratio","True","0.12024","0.11622","-0.11282","-0.10905","0.03877","0.03221","-0.04618","-0.03938"
"2206","UBL","1","1","analyzed","gate_rejected","raw_fallback","False","0.07301","0.07301","-0.01660","-0.01660","0.00281","0.00281","-0.05922","-0.05922"
"2152","UBV","17","17","analyzed","feasible","improvement_l2","True","0.50976","0.36343","-0.33493","-0.09601","0.98180","0.52181","-1.15679","-0.78923"
"2191","UFF","4","4","analyzed","gate_rejected","raw_fallback","False","0.67106","0.67106","-0.24908","-0.24908","0.00000","0.00000","-0.42201","-0.42201"
"1909","UGH","3","3","analyzed","gate_rejected","raw_fallback","False","0.51197","0.51197","-0.08572","-0.08572","0.00000","0.00000","-0.42624","-0.42624"
"2029","UGL","3","3","analyzed","gate_rejected","raw_fallback","False","-0.02788","-0.02788","-0.03351","-0.03351","0.00000","0.00000","0.06140","0.06140"
"541","UGW","1","1","analyzed","gate_rejected","raw_fallback","False","0.01192","0.01192","-0.01051","-0.01051","0.00000","0.00000","-0.00142","-0.00142"
"260","UJJ","5","5","analyzed","feasible","improvement_l2","True","-0.00450","0.00013","0.02439","0.01624","0.08053","-0.01370","-0.10053","-0.00267"
"2196","ULM","1","1","analyzed","gate_rejected","raw_fallback","False","0.46612","0.46612","-0.22332","-0.22332","0.14154","0.14154","-0.38437","-0.38437"
"295","ULS","3","3","analyzed","feasible","target_l2","True","0.11001","0.05259","-0.08333","-0.05264","0.00571","-0.00090","-0.03240","0.00095"
"116","UMA","1","1","analyzed","gate_rejected","raw_fallback","False","0.00666","0.00666","-0.01462","-0.01462","0.00670","0.00670","0.00126","0.00126"
"301","UMH","1","1","analyzed","gate_rejected","raw_fallback","False","0.05378","0.05378","-0.03851","-0.03851","0.00000","0.00000","-0.01527","-0.01527"
"1521","URB","3","2","analyzed","gate_rejected","raw_fallback","False","0.30429","0.30429","-0.15133","-0.15133","-0.02365","-0.02365","-0.12934","-0.12934"
"68","URC","3","3","analyzed","gate_rejected","raw_fallback","False","0.17837","0.17837","-0.20791","-0.20791","0.00188","0.00188","0.02764","0.02764"
"2167","URI","1","1","analyzed","gate_rejected","raw_fallback","False","0.22215","0.22215","-0.06394","-0.06394","0.06915","0.06915","-0.22737","-0.22737"
"1002","USS","1","1","analyzed","gate_rejected","raw_fallback","False","0.01688","0.01688","-0.00639","-0.00639","0.00000","0.00000","-0.01048","-0.01048"
"143","UTB","7","7","analyzed","gate_rejected","raw_fallback","False","0.23840","0.23840","-0.07473","-0.07473","0.00000","0.00000","-0.16370","-0.16370"
